expose_id;plz;region;typ;etagenzahl;wohnflaeche;kaufpreis;grundstueck;zimmer;schlafzimmer;badezimmer;baujahr;modernisierung;bauphase;objektzustand;heizungsart;energietraeger;energieausweis;energieausweistyp;energiebedarf;energieeffizienzklasse
123775150;91220;91220 Schnaittach Hormersdorf, Schnaittach;Einfamilienhaus (freistehend);2;379,86;649000;2036;7;4;3;1982;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;109,1;D
123775506;66793;66793 Saarwellingen, Saarlouis (Kreis);Einfamilienhaus (freistehend);2;164,84;210000;339;7;4;2;1978;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;150,2;E
123775537;38226;38226 Salzgitter, Lebenstedt;Reihenmittelhaus;2;111;235000;243;4;3;;1939;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
123775683;52531;52531 Übach-Palenberg, Heinsberg (Kreis);Doppelhaushälfte;2;134;196000;403;6;4;2;1958;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;424,7;H
123775718;73579;73579 Schechingen, Ostalbkreis;Reiheneckhaus;2;124;289000;241;5;3;1;1994;;;;;Öl;liegt vor;Verbrauchsausweis;;E
123775857;12683;12683 Berlin, Biesdorf;Reihenmittelhaus;3;136,29;569000;144,29;4;3;2;2003;2020;Haus fertig gestellt;Neuwertig;Fußbodenheizung;Gas;liegt vor;Verbrauchsausweis;;A
123776220;83278;83278 Traunstein, Traunstein (Kreis);Einfamilienhaus (freistehend);3;134;500000;624;5;;;1961;;Haus fertig gestellt;Renovierungsbedürftig;Ofenheizung;Strom;liegt vor;Bedarfsausweis;286,3;H
123776349;63791;63791 Karlstein, Karlstein am Main;Einfamilienhaus (freistehend);3;120;530000;540;5;;;1972;;;;;Öl;;Bedarfsausweis;181,6;F
123776601;71577;71577 Großerlach, Rems-Murr-Kreis;Mehrfamilienhaus;3;311;755000;831;11;;;2008;;;;Zentralheizung;Holz;liegt vor;Bedarfsausweis;138,5;E
123776700;21149;21149 Hamburg, Neugraben-Fischbek;Doppelhaushälfte;2;120;629000;800;4;;;1973;2009;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;139,7;E
123776895;71636;71636 Ludwigsburg, West;Doppelhaushälfte;2;103;619000;229;6,5;;;1967;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;265,2;H
123776968;25980;25980 Sylt, Nordfriesland (Kreis);;3;75,02;1245000;582;3;2;1;2017;;Haus fertig gestellt;Neuwertig;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;49,01;A
123777195;86415;86415 Mering, Aichach-Friedberg (Kreis);Einfamilienhaus (freistehend);3;130;709000;400;5;;;2021;;;;Wärmepumpe;Solar;liegt vor;Bedarfsausweis;45,8;A
123777324;89250;89250 Senden, Neu-Ulm (Kreis);Doppelhaushälfte;4;123,96;475000;363;5;3;1;1966;;;Modernisiert;;Gas;liegt vor;Verbrauchsausweis;;F
123777711;25826;25826 St. Peter-Ording, Sankt Peter-Ording;Doppelhaushälfte;4;127;928000;400;5;3;2;2020;;Haus im Bau;Erstbezug;;Strom;liegt vor;Bedarfsausweis;32,53;A
123777729;06193;06193 Wettin-Löbejün OT Löbejün, Saalekreis;Einfamilienhaus (freistehend);4;87;85000;146;3;;;1896;;;;Zentralheizung;Öl;liegt vor;Bedarfsausweis;;F
123777853;53773;53773 Hennef, Hennef (Sieg);Reiheneckhaus;2;140;399000;832;5;4;3;1978;2016;;Renovierungsbedürftig;;Gas;liegt vor;Bedarfsausweis;133,84;E
123777900;65929;65929 Frankfurt am Main / Höchst, Frankfurt am Main;Doppelhaushälfte;3;214;1150000;559;8;5;3;1926;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;198,8;F
123778349;22523;22523 Hamburg, Eidelstedt;;2;96;482500;154;4;;1;2020;;;;Fußbodenheizung;Gas;liegt vor;Bedarfsausweis;33;A
123778358;92637;92637 Weiden, Lerchenfeld;Doppelhaushälfte;2;134;295000;306;5;;2;2000;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;142,2;E
123778500;12623;12623 Berlin, Mahlsdorf;Doppelhaushälfte;2;125;530000;546;4,5;3;2;1924;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;115,76;D
123778553;35759;35759 Driedorf, Lahn-Dill-Kreis;Mehrfamilienhaus;2;328;415000;1200;15;;4;1970;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;143,8;E
123778614;59067;59067 Hamm, Mitte;Mehrfamilienhaus;2;211,8;340000;738;8;;;1939;;;;;Öl;liegt vor;Verbrauchsausweis;;E
123778616;50859;50859 Köln / Widdersdorf, Köln;Reihenmittelhaus;2;130;850000;162;5;4;2;2010;;Haus fertig gestellt;Neuwertig;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;A
123778647;59065;59065 Hamm-Norden, Bockum-Hövel;Einfamilienhaus (freistehend);2;180;350000;1177;8;5;1;1964;;;Vollständig renoviert;;Gas;liegt vor;Bedarfsausweis;123,1;D
123778760;57368;57368 Lennestadt / Maumke, Lennestadt;Einfamilienhaus (freistehend);3;290;419000;891;9;5;2;1992;2020;;Gepflegt;Zentralheizung;Erdwärme;liegt vor;Bedarfsausweis;31,4;A
123778781;25704;25704 Meldorf, Dithmarschen (Kreis);Einfamilienhaus (freistehend);1;70;98000;118;3;2;1;1850;2009;Haus fertig gestellt;Renovierungsbedürftig;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;353,8;H
123778828;72764;72764 Reutlingen, Reutlingen (Kreis);Mehrfamilienhaus;3;220;790000;245;10;7;3;1929;2017;;Vollständig renoviert;Etagenheizung;Gas;liegt vor;Bedarfsausweis;324,5;H
123778970;38442;38442 Wolfsburg, Mörse;Einfamilienhaus (freistehend);1;170;499000;471;7;;;1975;2012;Haus fertig gestellt;Gepflegt;Zentralheizung;Strom;liegt vor;Verbrauchsausweis;;C
123779017;69181;69181 Leimen, Rhein-Neckar-Kreis;Mehrfamilienhaus;2;218,12;595000;226,12;9;7;2;1952;2010;Haus fertig gestellt;Gepflegt;Zentralheizung;Solar, Öl;liegt vor;Bedarfsausweis;187,9;F
123779556;34666;34666 Wolfhagen, Kassel (Kreis);Mehrfamilienhaus;2;354;640000;1227;14;;4;1996;;;Gepflegt;Gas-Heizung;Flüssiggas;liegt vor;Verbrauchsausweis;;E
123779883;93073;93073 Neutraubling, Regensburg (Kreis);Reihenmittelhaus;2;145;459000;209;5;;2;1977;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;147;E
123780200;26826;26826 Weener, Leer (Kreis);Einfamilienhaus (freistehend);2;217;229000;798;7;5;2;1974;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;154;E
123780257;84036;84036 Kumhausen, Landshut (Kreis);Doppelhaushälfte;2;171;570000;449;7;4;1;1973;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;221;G
123780271;04866;04866 Beilrode, Nordsachsen (Kreis);Einfamilienhaus (freistehend);2;320;395000;1253;6;4;2;2006;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;B
123780280;35423;35423 Lich, Hess (Lich), Lich;Doppelhaushälfte;2;146,83;445000;246;5;;2;2003;;;Gepflegt;Zentralheizung;Fernwärme;liegt vor;Bedarfsausweis;105,92;D
123780287;60437;60437 Frankfurt am Main, Harheim;Einfamilienhaus (freistehend);2;134;545000;223;5,5;4;1;1963;2010;Haus fertig gestellt;;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
123780324;54552;54552 Darscheid, Vulkaneifel (Kreis);Einfamilienhaus (freistehend);2;124;295000;731;5;3;2;1996;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123780354;39343;39343 Beendorf, Börde (Kreis);Wohnimmobilie (sonstige);2;380;249000;2461;14,5;;;1880;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;187,2;F
123780473;16727;16727 Velten, Oberhavel (Kreis);Mehrfamilienhaus;3;545;1545896;696;4;;;2019;;;Erstbezug;Fußbodenheizung;Fernwärme;liegt vor;Bedarfsausweis;70,2;B
123780539;09128;09128 Chemnitz, Euba;Einfamilienhaus (freistehend);3;110;270000;1910;4;1;1;1985;1996;;Renovierungsbedürftig;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;292,9;H
123780567;86690;86690 Mertingen / Druisheim, Mertingen;Einfamilienhaus (freistehend);2;294;1180000;790;6;;2;1978;;;Modernisiert;Zentralheizung;Solar, Holzpellets;liegt vor;Bedarfsausweis;116,7;D
123780625;14469;14469 Potsdam, Bornim;Einfamilienhaus (freistehend);2;115,53;585000;414;4;;;2003;;;Renovierungsbedürftig;Gas-Heizung;Gas;;Verbrauchsausweis;;D
123780679;41564;41564 Kaarst, Neuss (Rhein-Kreis);Reihenmittelhaus;2;148,17;485000;387;4;3;2;1982;2020;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;153,7;E
123781095;29479;29479 Jameln /Lüchow-Dannenberg, Jameln;;2;140;89000;1003;6;;;1927;;;;Elektro-Heizung;Strom;liegt vor;Verbrauchsausweis;;G
123781165;15712;15712 Königs Wusterhausen, Dahme-Spreewald (Kreis);Einfamilienhaus (freistehend);2;230;880000;1145;8;4;1;2017;;;Neuwertig;Fernwärme;Fernwärme;liegt vor;Bedarfsausweis;67;B
123781367;54296;54296 Trier-Tarforst, Trier;Einfamilienhaus (freistehend);2;168;539000;516;7;5;2;1977;2004;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;180,53;F
123781517;39446;39446 Staßfurt, Salzlandkreis;Mehrfamilienhaus;2;120;199000;345;7;2;3;1957;2010;Haus fertig gestellt;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
123781951;64297;64297 Darmstadt, Eberstadt;Mehrfamilienhaus;3;305;899000;565;11,5;8;3;1963;2017;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123781987;28327;28327 Bremen, Ellener Feld;Reihenmittelhaus;3;134;338000;161;5;;;1977;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123782032;24376;24376 Rabel, Schleswig-Flensburg (Kreis);Einfamilienhaus (freistehend);2;277,7;295000;2482;11;8;5;1956;;;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;55,1;B
123782229;04668;04668 Grimma, Mutzschen;Bauernhaus;2;71;33000;280;4;1;1;1850;1994;Haus fertig gestellt;Renovierungsbedürftig;Nachtspeicheröfen;Strom;liegt vor;Verbrauchsausweis;;F
123782409;87719;87719 Mindelheim, Unterallgäu (Kreis);;4;136;549000;205;5;;1;1996;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123782488;24899;24899 Wohlde, Schleswig-Flensburg (Kreis);;1;207;475000;1729;5;3;2;1885;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
123782781;87640;87640 Biessenhofen / Ebenhofen, Biessenhofen;Einfamilienhaus (freistehend);1;140;225000;649;6;5;1;1950;;;Renovierungsbedürftig;Ofenheizung;;liegt vor;Bedarfsausweis;406;H
123782782;65527;65527 Niedernhausen / Oberjosbach, Niedernhausen;Einfamilienhaus (freistehend);1;130;525000;428;5;4;1;1930;;;;;Öl;liegt vor;Bedarfsausweis;282,7;H
123783710;82297;82297 Steindorf, Aichach-Friedberg (Kreis);Doppelhaushälfte;1;122;549000;359;5;;;2020;;;;Zentralheizung;Solar, Gas;liegt vor;Bedarfsausweis;39,7;A
123783959;85049;85049 Ingolstadt, Friedrichshofen-Hollerstauden;Mehrfamilienhaus;3;208;1330000;504;9;4;2;2007;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;C
123784976;17509;17509 Katzow, Vorpommern-Greifswald (Kreis);Besondere Immobilie;3;780;230000;7251;23;;;1970;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;219,3;G
123785079;93164;93164 Brunn, Regensburg (Kreis);Einfamilienhaus (freistehend);2;160;598000;560;4;3;2;2017;;Haus fertig gestellt;Neuwertig;Wärmepumpe;Umweltwärme;liegt vor;Bedarfsausweis;18,4;A+
123785422;51069;51069 Köln, Dünnwald;Einfamilienhaus (freistehend);2;178;890000;928;8;;3;1964;2015;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;212,1;G
123785442;29633;29633 Munster, Heidekreis;Mehrfamilienhaus;2;324;520000;1134;15;;8;1965;2011;;Gepflegt;Zentralheizung;Erdgas leicht;liegt vor;Verbrauchsausweis;;E
123785517;72336;72336 Balingen, Zollernalbkreis;Einfamilienhaus (freistehend);2;212;620000;950;8;;2;1975;;;Modernisiert;Zentralheizung;Öl;liegt vor;Bedarfsausweis;117;D
123786329;63533;63533 Mainhausen, Offenbach (Kreis);Reihenmittelhaus;3;130;420000;299,75;7;5;2;1974;2018;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;214,55;G
123787616;23843;23843 Bad Oldesloe, Stormarn (Kreis);Mehrfamilienhaus;3;957;3799000;982;34;;;2019;;;;Zentralheizung;Gas;;Bedarfsausweis;76;C
123787662;24628;24628 Hartenholm, Segeberg (Kreis);Mehrfamilienhaus;3;270;419900;780;8;;;2003;;;;Gas-Heizung;Gas;;Verbrauchsausweis;;A
123787686;90518;90518 Altdorf, Altdorf bei Nürnberg;Doppelhaushälfte;3;145;529000;244;6;;;1992;;;;Öl-Heizung;Öl;;Verbrauchsausweis;;C
123787698;27619;27619 Schiffdorf, Cuxhaven (Kreis);Mehrfamilienhaus;3;400;389000;1000;11;;;1939;;;;Öl-Heizung;Öl;;Verbrauchsausweis;;E
123788145;69118;69118 Heidelberg, Schlierbach;Reiheneckhaus;2;185;875000;450;6;3;2;;2017;Haus fertig gestellt;Erstbezug nach Sanierung;Fußbodenheizung;;liegt vor;Verbrauchsausweis;;A
123789463;84166;84166 Adlkofen, Landshut (Kreis);Einfamilienhaus (freistehend);1;126,17;520000;992;4;2;1;1975;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;214,3;G
123789611;52351;52351 Düren, Rölsdorf;Reiheneckhaus;2;145;379000;170;5;4;1;1960;2010;Haus fertig gestellt;Saniert;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;B
123789708;17098;17098 Friedland, Mecklenburgische Seenplatte (Kreis);Reihenmittelhaus;2;90;125000;1271;5;;1;1960;2018;;;;Öl;liegt vor;Bedarfsausweis;126,69;D
123790067;28279;28279 Bremen, Habenhausen;Mehrfamilienhaus;3;123,87;452900;130,26;4;3;2;2021;;;Erstbezug;Zentralheizung;Erdwärme;liegt vor;Bedarfsausweis;25;A+
123790137;28279;28279 Bremen, Habenhausen;Mehrfamilienhaus;3;162,2;547900;213,66;6;4;2;2021;;;Erstbezug;Zentralheizung;Erdwärme;liegt vor;Bedarfsausweis;25;A+
123790161;76889;76889 Schweigen-Rechtenbach, Südliche Weinstraße (Kreis);;2;506;420000;2911;5;;;1926;;;;Holz-Pelletheizung;Holz;liegt vor;Bedarfsausweis;329,3;H
123790293;72660;72660 Beuren, Esslingen (Kreis);Bauernhaus;2;140;488000;694;8;;;1929;;Haus fertig gestellt;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;5;H
123790489;31855;31855 Aerzen, Hameln-Pyrmont (Kreis);Einfamilienhaus (freistehend);2;134;295000;650;5;4;1;2008;2008;Haus fertig gestellt;Neuwertig;Gas-Heizung;Erdgas schwer;liegt vor;Verbrauchsausweis;;B
123790535;57632;57632 Flammersfeld, Altenkirchen (Westerwald) (Kreis);Einfamilienhaus (freistehend);2;159,18;237000;530;5;3;1;2021;;Haus in Planung (projektiert);Erstbezug;Gas-Heizung;Solar, Gas;liegt vor;Verbrauchsausweis;;A
123790563;91207;91207 Lauf, Lauf an der Pegnitz;Reiheneckhaus;2;92;388000;427;4;;;1965;;;Gepflegt;Zentralheizung;Öl;;Bedarfsausweis;215,3;G
123790675;21217;21217 Seevetal, Harburg (Kreis);Doppelhaushälfte;2;97;399000;275;4;3;2;2020;;Haus im Bau;Erstbezug;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;48;A+
123790726;95615;95615 Marktredwitz, Wunsiedel im Fichtelgebirge (Kreis);Doppelhaushälfte;2;100;225000;340;4;;1;1937;2017;;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;147,9;E
123790898;16348;16348 Wandlitz, Barnim (Kreis);Doppelhaushälfte;3;112;299000;457;4;;1;2000;;;;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123791178;64720;64720 Michelstadt, Odenwaldkreis;Mehrfamilienhaus;3;200;375000;939;7;;2;1971;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;245,9;G
123791629;06120;06120 Halle-Blumenau, Heide-Nord/Blumenau;Einfamilienhaus (freistehend);1;160;420000;824;5;;;1989;;;;;Gas;liegt vor;Verbrauchsausweis;;F
123791687;67360;67360 Lingenfeld, Germersheim (Kreis);Einfamilienhaus (freistehend);2;233,59;620000;650;6;3;3;1960;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;73,2;B
123791899;94072;94072 Bad Füssing, Passau (Kreis);Einfamilienhaus (freistehend);2;192;697000;544;5;4;3;2002;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123792124;88400;88400 Biberach, Biberach an der Riß;Einfamilienhaus (freistehend);2;334,8;1200000;881;8,5;4;4;1994;2019;Haus fertig gestellt;Vollständig renoviert;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;B
123792171;76327;76327 Pfinztal / Söllingen, Pfinztal;Einfamilienhaus (freistehend);4;160;635000;865;6;4;1;1976;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;272,2;H
123792489;53925;53925 Kall, Euskirchen (Kreis);Einfamilienhaus (freistehend);2;165;271000;564;4;3;1;1993;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;88,4;C
123792573;28844;28844 Weyhe, Diepholz (Kreis);Doppelhaushälfte;3;110;309000;269;5;4;1;1996;2018;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;128;D
123792653;41366;41366 Schwalmtal, Viersen (Kreis);Mehrfamilienhaus;1;140;289000;430;7;5;2;1963;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;236,8;G
123792723;35614;35614 Aßlar, Lahn-Dill-Kreis;Einfamilienhaus (freistehend);1;318;495500;740;7,5;5;4;1981;;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;D
123792755;04874;04874 Belgern-Schildau, Belgern;Einfamilienhaus (freistehend);1;212,7;595000;12173;6;3;1;2003;2016;Haus fertig gestellt;Neuwertig;Zentralheizung;Holz;liegt vor;Verbrauchsausweis;;C
123793046;35633;35633 Lahnau, Lahn-Dill-Kreis;Einfamilienhaus (freistehend);1;227;449000;710;9;5;2;1977;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;131,4;E
123793068;63679;63679 Schotten, Vogelsbergkreis;Einfamilienhaus (freistehend);1;241;159000;479;9;6;2;1953;;;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;254,2;H
123793168;21493;21493 Schretstaken, Herzogtum Lauenburg (Kreis);Mehrfamilienhaus;1;147;319000;618;5;3;;1989;;;Gepflegt;Nachtspeicheröfen;Strom;liegt vor;Verbrauchsausweis;;B
123793358;74889;74889 Sinsheim, Rhein-Neckar-Kreis;Einfamilienhaus (freistehend);1;277;725000;746;6;4;2;1994;;;Renovierungsbedürftig;;Öl;liegt vor;Bedarfsausweis;200,1;G
123793412;28355;28355 Bremen, Oberneuland;Doppelhaushälfte;4;163,55;585000;504;5;4;1;1973;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;215,7;G
123793545;72160;72160 Horb-Ahldorf, Horb am Neckar;Einfamilienhaus (freistehend);3;233;540000;1638;8,5;6;2;1960;2015;;Gepflegt;Nachtspeicheröfen;;liegt vor;Bedarfsausweis;136,17;E
123793547;85114;85114 Buxheim, Eichstätt (Kreis);Wohnimmobilie (sonstige);2;160;875000;754;6;3;2;1998;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
123793564;48619;48619 Heek-Nienborg, Heek;Mehrfamilienhaus;2;140;199000;866;5;3;2;1940;;;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;254,7;H
123793567;53179;53179 Bonn, Mehlem;Einfamilienhaus (freistehend);2;162;620000;560;7;5;2;1960;2019;;;Zentralheizung;Öl;liegt vor;Bedarfsausweis;231,7;G
123793576;01326;01326 Dresden, Hosterwitz/Pillnitz;Doppelhaushälfte;2;132;458900;400;5;4;1;2021;;Haus in Planung (projektiert);Erstbezug;Wärmepumpe;;liegt vor;Bedarfsausweis;16,9;A+
123793579;85122;85122 Hitzhofen, Eichstätt (Kreis);Villa;2;254;910000;843;7;;2;1988;;;Gepflegt;Fußbodenheizung;Holz;liegt vor;Verbrauchsausweis;;E
123793630;01326;01326 Dresden, Hosterwitz/Pillnitz;Einfamilienhaus (freistehend);2;140;618900;1040;4;3;1;2021;;Haus in Planung (projektiert);Erstbezug;Wärmepumpe;;liegt vor;Bedarfsausweis;16,12;A+
123793635;28211;28211 Bremen, Radio Bremen;Doppelhaushälfte;2;156;795000;452;7,5;4;2;1937;;;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;287;H
123793843;22113;22113 Oststeinbek, Stormarn (Kreis);Mehrfamilienhaus;1;170;749000;910;6;4;;1975;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;173,1;F
123793936;74629;74629 Pfedelbach-Buchhorn, Pfedelbach;Einfamilienhaus (freistehend);3;198;449000;1267;7,5;5;2;1980;;;;Nachtspeicheröfen;Strom;liegt vor;Verbrauchsausweis;;D
123794091;45665;45665 Recklinghausen, Suderwich;Einfamilienhaus (freistehend);1;170;549000;762;7;3;3;1952;2001;;;Etagenheizung;Gas;liegt vor;Bedarfsausweis;180,4;F
123794095;29439;29439 Lüchow, Lüchow (Wendland);Einfamilienhaus (freistehend);1;200;195000;901;5;4;2;1973;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;201,6;G
123794107;30855;30855 Langenhagen, Hannover (Kreis);Doppelhaushälfte;2;118;499000;235;4;3;1;2007;;;Neuwertig;Fernwärme;Fernwärme;liegt vor;Bedarfsausweis;71,18;B
123794144;26434;26434 Wangerland, Friesland (Kreis);Einfamilienhaus (freistehend);2;156,85;245000;1483;7;5;2;1921;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;138,3;E
123794196;67069;67069 Ludwigshafen am Rhein, Oppau;Bungalow;2;126;520000;687;4;;;1956;;;;;Gas;liegt vor;Bedarfsausweis;333,4;H
123794268;22587;22587 Hamburg, Blankenese;;2;170;1490000;728;6;;3;1923;2012;;;;Gas;liegt vor;Bedarfsausweis;242,8;G
123794388;07616;07616 Bürgel, Saale-Holzland-Kreis;Mehrfamilienhaus;3;223;239000;400;12;;;2000;;;Saniert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123794473;14776;14776 Brandenburg an der Havel, Dom;Einfamilienhaus (freistehend);3;130;308000;799;4;;;1975;;Haus fertig gestellt;Gepflegt;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;238,8;G
123794670;55469;55469 Simmern, Simmern/Hunsrück;Einfamilienhaus (freistehend);1;211;520000;1444;7;4;2;1977;1989;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;167,9;F
123794761;81737;81737 München, Altperlach;Mehrfamilienhaus;3;472;3100000;381;19;;;1900;2002;;Gepflegt;;Gas;liegt vor;Verbrauchsausweis;;D
123794775;15827;15827 Blankenfelde-Mahlow, Teltow-Fläming (Kreis);Mehrfamilienhaus;3;213;525000;1117;9;7;3;1931;1994;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
123794777;31812;31812 Bad Pyrmont, Hameln-Pyrmont (Kreis);Einfamilienhaus (freistehend);3;146;345000;699;4;;;1979;;;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;166;F
123794911;39221;39221 Kleinmühlingen, Bördeland;Mehrfamilienhaus;2;425;249000;3195;18;12;5;1937;;;Vollständig renoviert;Zentralheizung;Gas;;Verbrauchsausweis;;F
123794974;66885;66885 Altenglan, Kusel (Kreis);Wohnimmobilie (sonstige);3;156;198000;980;7;5;2;1930;2020;Haus fertig gestellt;Modernisiert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;153,9;E
123795201;67705;67705 Trippstadt, Kaiserslautern (Kreis);Einfamilienhaus (freistehend);3;271;844000;3480;9;5;3;2003;2019;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123795260;27624;27624 Geestland, Köhlen;Wohnimmobilie (sonstige);2;210;279000;1255;7;;3;1969;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;211,8;G
123795310;75179;75179 Pforzheim, Brötzingen;Mehrfamilienhaus;4;259;499900;203;12;7;4;1940;;;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;321,4;H
123795349;01665;01665 Diera-Zehren, Meißen (Kreis);Einfamilienhaus (freistehend);2;150;450000;700;9;4;2;2020;;Haus fertig gestellt;Neuwertig;Wärmepumpe;;liegt vor;Bedarfsausweis;25,3;A+
123795452;26899;26899 Rhede (Ems), Emsland (Kreis);Einfamilienhaus (freistehend);2;217;349000;729;9;5;1;1999;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
123795459;67147;67147 Forst an der Weinstraße, Bad Dürkheim (Kreis);Mehrfamilienhaus;2;165,17;520000;545;6;4;2;1991;;;Gepflegt;;Gas;liegt vor;Verbrauchsausweis;;E
123795473;14621;14621 Schönwalde-Glien / Pausin, Schönwalde-Glien;Einfamilienhaus (freistehend);2;160;550000;826;5;4;2;2016;;Haus fertig gestellt;Gepflegt;Fußbodenheizung;Gas;liegt vor;Bedarfsausweis;52;B
123795513;50259;50259 Pulheim, Rhein-Erft-Kreis;Reiheneckhaus;2;117,01;529000;387;4;3;1;1967;2009;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;79;C
123795697;85567;85567 Grafing bei München, Ebersberg (Kreis);Einfamilienhaus (freistehend);3;260,83;1450000;456;10;;;1970;;;Gepflegt;;Öl;liegt vor;Verbrauchsausweis;;D
123795771;22397;22397 Hamburg, Lemsahl-Mellingstedt;Doppelhaushälfte;3;108;649000;420;4;;2;2005;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;116,8;D
123795941;66763;66763 Dillingen, Dillingen/Saar;Mehrfamilienhaus;2;145;180000;227;6;2;2;unbekannt;;;;Zentralheizung;Fernwärme;liegt vor;Bedarfsausweis;301,3;H
123795944;21723;21723 Hollern - Twielenfleth, Hollern-Twielenfleth;Einfamilienhaus (freistehend);3;128;219800;771;5;;;1950;;;;Zentralheizung;Öl;liegt vor;Bedarfsausweis;401,6;H
