sex;age;agegr;placesize;region;edu;eduspec;socprof;unempdur;income;marital;mmarr;ymarr;msepdiv;ysepdiv;ls;depress;trust;trustfam;trustneigh;sport;nofriend;smoke;nociga;alcabuse;alcsol;workab;wkabdur;wkabint;wkabintdur;emcc;englang;height;weight;bmi
FEMALE;50;45-59;RURAL AREAS;Wielkopolskie;SECONDARY;social sciences;EMPLOYED IN PRIVATE SECTOR;-8;1000;MARRIED;6;1982;NA;NA;PLEASED;8;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;5;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;164;62;23.051754907792983
FEMALE;65;65+;RURAL AREAS;Lodzkie;SECONDARY;no specialisation;RETIRED;24;700;MARRIED;6;1963;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;166;100;36.289737262302225
FEMALE;57;45-59;RURAL AREAS;Wielkopolskie;VOCATIONAL/GRAMMAR;technical science;LONG-TERM SICK/DISABLED;-8;800;MARRIED;4;1973;NA;NA;MOSTLY SATISFIED;9;IT`S DIFFICULT TO TELL;NO OPINION;NO OPINION;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;63;24.609374999999996
MALE;56;45-59;RURAL AREAS;Dolnoslaskie;SECONDARY;technical science;EMPLOYED IN PRIVATE SECTOR;0;2000;DIVORCED;4;1982;7;2007;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;IT DEPENDS;BELGIUM;PASSIVE;175;68;22.20408163265306
FEMALE;80;65+;URBAN 20,000-100,000;Zachodnio-pomorskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1000;MARRIED;NA;1958;NA;NA;MOSTLY SATISFIED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;68;27.239224483255885
MALE;28;25-34;URBAN 20,000-100,000;Kujawsko-pomorskie;POST-SECONDARY OR HIGHER;law;OTHER ECONOMICALLY INACTIVE;-8;3650;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;175;70;22.857142857142858
MALE;26;25-34;RURAL AREAS;Lodzkie;POST-SECONDARY OR HIGHER;social sciences;UNEMPLOYED;8;-8;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;179;69;21.534908398614277
FEMALE;45;45-59;URBAN 200,000-500,000;Lubuskie;SECONDARY;no specialisation;LONG-TERM SICK/DISABLED;24;925;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;IT`S DIFFICULT TO TELL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;164;83;30.859607376561577
FEMALE;39;35-44;RURAL AREAS;Wielkopolskie;POST-SECONDARY OR HIGHER;pedagogics;EMPLOYED IN PUBLIC SECTOR;0;1600;MARRIED;6;1995;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;152;68;29.43213296398892
FEMALE;36;35-44;RURAL AREAS;Lodzkie;POST-SECONDARY OR HIGHER;social sciences;EMPLOYED IN PUBLIC SECTOR;0;2400;MARRIED;9;1999;NA;NA;MOSTLY SATISFIED;11;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;168;72;25.510204081632658
MALE;19;16-24;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;-8;SINGLE;NA;NA;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;4;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;194;92;24.444680624933575
FEMALE;33;25-34;RURAL AREAS;Wielkopolskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;0;2500;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;58;20.549886621315196
FEMALE;31;25-34;URBAN 100,000-200,000;Wielkopolskie;POST-SECONDARY OR HIGHER;technical science;UNEMPLOYED;1;500;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;169;84;29.410734918245165
FEMALE;60;60-64;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;LONG-TERM SICK/DISABLED;0;490;SINGLE;NA;NA;NA;NA;MIXED;6;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;8;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;157;70;28.398718000730252
FEMALE;26;25-34;RURAL AREAS;Zachodnio-pomorskie;VOCATIONAL/GRAMMAR;social sciences;EMPLOYED IN PRIVATE SECTOR;0;1300;MARRIED;7;2009;NA;NA;MOSTLY DISSATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;1;YES;6;NO;NO;NO;-8;NO;NA;NA;NONE;163;52;19.57168128269788
FEMALE;75;65+;URBAN 100,000-200,000;Malopolskie;SECONDARY;no specialisation;RETIRED;-8;700;MARRIED;7;1955;NA;NA;PLEASED;16;ONE CAN`T BE TOO CAREFUL;NO;NO OPINION;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;90;35.15624999999999
FEMALE;45;45-59;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;production and processing;FARMER;0;-8;MARRIED;4;1987;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;70;27.343749999999996
MALE;21;16-24;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;IT DEPENDS;GERMANY;ACTIVE;182;78;23.54788069073783
MALE;54;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;UNEMPLOYED;24;NA;MARRIED;11;1979;NA;NA;MOSTLY DISSATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;YES;20;YES;YES;NO;-8;NO;NA;NA;NONE;164;70;26.026174895895306
FEMALE;19;16-24;URBAN 500,000 AND OVER;Wielkopolskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;0;NA;SINGLE;NA;NA;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;LESS THAN 1 YEAR;GREAT BRITAIN;PASSIVE;158;50;20.028841531805796
FEMALE;21;16-24;RURAL AREAS;Lubelskie;SECONDARY;mathematics and statistics;PUPIL OR STUDENT;-8;-8;SINGLE;NA;NA;NA;NA;DELIGHTED;0;MOST PEOPLE CAN BE TRUSTED;YES;NO;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;159;50;19.77769866698311
FEMALE;25;25-34;URBAN BELOW 20,000;Wielkopolskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;1000;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;56;21.338210638622158
MALE;74;65+;URBAN 100,000-200,000;Lubuskie;POST-SECONDARY OR HIGHER;economy and administration;RETIRED;24;2500;MARRIED;8;1962;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;12;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;171;85;29.06877329776684
MALE;55;45-59;URBAN BELOW 20,000;Podkarpackie;POST-SECONDARY OR HIGHER;technical science;EMPLOYED IN PUBLIC SECTOR;0;2500;MARRIED;7;1983;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;84;29.065743944636683
MALE;42;35-44;RURAL AREAS;Kujawsko-pomorskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;FARMER;0;1500;MARRIED;5;1999;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;5;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;182;85;25.661152034778407
MALE;28;25-34;URBAN BELOW 20,000;Lubuskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;2000;MARRIED;4;2007;NA;NA;MIXED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;5;YES;10;YES;YES;YES;24;YES, TO EU COUNTRY;IT DEPENDS;GERMANY;ACTIVE;167;60;21.513858510523864
FEMALE;62;60-64;URBAN BELOW 20,000;Podlaskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;620;MARRIED;4;1969;NA;NA;PLEASED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;172;84;28.393726338561386
MALE;85;65+;RURAL AREAS;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;1500;MARRIED;10;1952;NA;NA;MOSTLY SATISFIED;9;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;175;60;19.591836734693878
FEMALE;19;16-24;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MIXED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;IT DEPENDS;NETHERLANDS;ACTIVE;172;62;20.9572742022715
FEMALE;48;45-59;URBAN 100,000-200,000;Wielkopolskie;SECONDARY;social sciences;SELF-EMPLOYED;0;NA;MARRIED;6;1984;NA;NA;PLEASED;3;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;55;20.957171162932475
FEMALE;41;35-44;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;economy and administration;OTHER ECONOMICALLY INACTIVE;0;NA;MARRIED;2;1991;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;168;60;21.258503401360546
MALE;53;45-59;URBAN 500,000 AND OVER;Mazowieckie;POST-SECONDARY OR HIGHER;social sciences;EMPLOYED IN PUBLIC SECTOR;0;2500;MARRIED;6;1990;NA;NA;MIXED;4;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;0;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;MORE THAN 2 YEARS;GERMANY;NONE;176;80;25.826446280991735
FEMALE;55;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;services for the population and transport services;LONG-TERM SICK/DISABLED;-8;500;MARRIED;9;1976;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;80;29.384756657483933
MALE;37;35-44;URBAN BELOW 20,000;Mazowieckie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1200;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;YES;5;NO;NO;NO;-8;NO;NA;NA;NONE;182;63;19.01944209636517
FEMALE;48;45-59;RURAL AREAS;Lubuskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;24;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;164;70;26.026174895895306
MALE;23;16-24;URBAN 100,000-200,000;Pomorskie;SECONDARY;no specialisation;OTHER ECONOMICALLY INACTIVE;-8;NA;SINGLE;NA;NA;NA;NA;MIXED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;1;NO;-8;YES;YES;NA;-8;NO;NA;NA;PASSIVE;177;80;25.53544639152223
MALE;55;45-59;URBAN 20,000-100,000;Podlaskie;SECONDARY;healthcare;EMPLOYED IN PUBLIC SECTOR;-8;1500;MARRIED;4;1978;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;6;YES;20;NO;NO;NO;-8;NO;NA;NA;PASSIVE;170;102;35.294117647058826
MALE;32;25-34;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1400;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;1;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;179;80;24.968009737523797
FEMALE;65;65+;RURAL AREAS;Swietokrzyskie;POST-SECONDARY OR HIGHER;no specialisation;RETIRED;24;1100;MARRIED;7;1975;NA;NA;MIXED;10;ONE CAN`T BE TOO CAREFUL;NO;NO;YES;0;NO;-8;NO;NO;NO;-8;NA;NA;NA;NONE;170;105;36.33217993079585
FEMALE;23;16-24;URBAN 200,000-500,000;Dolnoslaskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;15;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;YES;20;NO;NO;NA;-8;NO;NA;NA;NONE;170;70;24.221453287197235
FEMALE;58;45-59;URBAN 100,000-200,000;Opolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;24;NA;MARRIED;9;1977;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;80;31.249999999999993
FEMALE;50;45-59;RURAL AREAS;Mazowieckie;SECONDARY;social sciences;FARMER;0;600;MARRIED;2;1981;NA;NA;PLEASED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;YES;6;NO;NA;NA;NONE;158;85;34.049030604069856
FEMALE;19;16-24;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;165;53;19.467401285583104
MALE;55;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;architecture and construction;LONG-TERM SICK/DISABLED;-8;560;MARRIED;4;1979;NA;NA;MOSTLY SATISFIED;10;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;3;YES;20;YES;YES;NO;-8;NO;NA;NA;NONE;178;90;28.40550435551067
MALE;51;45-59;RURAL AREAS;Kujawsko-pomorskie;SECONDARY;agriculture, forestry, fishing;FARMER;-8;-8;SINGLE;NA;NA;NA;NA;MIXED;NA;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;180;78;24.074074074074073
FEMALE;47;45-59;URBAN 500,000 AND OVER;Lodzkie;SECONDARY;no specialisation;PUPIL OR STUDENT;15;2000;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;160;83;32.42187499999999
MALE;53;45-59;URBAN 100,000-200,000;Wielkopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;-8;MARRIED;9;1984;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;100;36.73094582185492
MALE;52;45-59;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;architecture and construction;FARMER;-8;1000;MARRIED;10;1988;NA;NA;DELIGHTED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;6;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;170;85;29.411764705882355
MALE;38;35-44;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1100;MARRIED;4;1994;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;30;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;173;80;26.729927495071667
MALE;65;65+;RURAL AREAS;Warminsko-mazurskie;SECONDARY;technical science;RETIRED;-8;1860;MARRIED;10;1966;NA;NA;DELIGHTED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;16;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;167;85;30.477966223242138
FEMALE;52;45-59;URBAN BELOW 20,000;Podkarpackie;POST-SECONDARY OR HIGHER;healthcare;EMPLOYED IN PUBLIC SECTOR;0;1700;MARRIED;11;1982;NA;NA;PLEASED;9;IT`S DIFFICULT TO TELL;YES;NO;NO;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;163;74;27.85200797922391
MALE;90;65+;URBAN 500,000 AND OVER;Mazowieckie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;1800;MARRIED;12;1945;NA;NA;MOSTLY SATISFIED;18;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;50;17.71541950113379
FEMALE;26;25-34;URBAN BELOW 20,000;Dolnoslaskie;POST-SECONDARY OR HIGHER;architecture and construction;OTHER ECONOMICALLY INACTIVE;24;1000;SINGLE;NA;NA;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;20;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;164;52;19.333729922665082
FEMALE;75;65+;RURAL AREAS;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;670;WIDOWED;8;1961;5;2009;MOSTLY SATISFIED;11;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;60;24.034609838166958
MALE;25;25-34;URBAN 20,000-100,000;Slaskie;SECONDARY;technical science;EMPLOYED IN PUBLIC SECTOR;0;2400;SINGLE;NA;NA;NA;NA;DELIGHTED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;170;68;23.529411764705884
FEMALE;34;25-34;RURAL AREAS;Lubelskie;SECONDARY;economy and administration;UNEMPLOYED;-8;600;MARRIED;4;1995;NA;NA;MIXED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;156;58;23.83300460223537
MALE;37;35-44;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;production and processing;SELF-EMPLOYED;0;2500;MARRIED;8;2002;NA;NA;MOSTLY SATISFIED;2;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;190;100;27.70083102493075
FEMALE;25;25-34;RURAL AREAS;Pomorskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PUBLIC SECTOR;0;4500;MARRIED;8;2008;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;15;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;152;55;23.80540166204986
MALE;57;45-59;URBAN 20,000-100,000;Pomorskie;SECONDARY;technical science;EMPLOYED IN PUBLIC SECTOR;0;1500;MARRIED;9;1977;NA;NA;PLEASED;1;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;178;80;25.24933720489837
MALE;47;45-59;RURAL AREAS;Lodzkie;VOCATIONAL/GRAMMAR;technical science;LONG-TERM SICK/DISABLED;24;830;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;10;ONE CAN`T BE TOO CAREFUL;NO;NO;NO;0;YES;3;NO;NO;NO;-8;NO;NA;NA;NONE;164;68;25.282569898869724
MALE;39;35-44;RURAL AREAS;Malopolskie;SECONDARY;agriculture, forestry, fishing;FARMER;-8;2000;MARRIED;7;2004;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;186;82;23.702162099664697
MALE;56;45-59;URBAN 100,000-200,000;Swietokrzyskie;POST-SECONDARY OR HIGHER;liberal arts;EMPLOYED IN PUBLIC SECTOR;-8;NA;MARRIED;10;1982;NA;NA;PLEASED;5;MOST PEOPLE CAN BE TRUSTED;YES;YES;NO;5;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;180;98;30.24691358024691
FEMALE;49;45-59;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;production and processing;OTHER ECONOMICALLY INACTIVE;-8;600;MARRIED;10;1986;NA;NA;MOSTLY SATISFIED;8;IT`S DIFFICULT TO TELL;YES;NO;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;65;26.037493991347535
MALE;35;35-44;RURAL AREAS;Dolnoslaskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;-8;-8;SINGLE;NA;NA;NA;NA;MIXED;6;IT`S DIFFICULT TO TELL;YES;YES;YES;12;YES;20;YES;YES;NA;-8;NO;NA;NA;NONE;170;70;24.221453287197235
MALE;40;35-44;URBAN 200,000-500,000;Slaskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;10;-8;DIVORCED;6;1994;1;2002;MOSTLY DISSATISFIED;2;IT`S DIFFICULT TO TELL;YES;NO;YES;3;YES;30;NO;NO;NO;-8;YES, TO EU COUNTRY;NA;GERMANY;NONE;167;76;27.250887446663558
MALE;40;35-44;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;production and processing;EMPLOYED IN PRIVATE SECTOR;-8;2800;MARRIED;6;1998;NA;NA;MOSTLY SATISFIED;1;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;10;YES;40;NO;NO;NO;-8;NO;NA;NA;NONE;174;78;25.762980578676178
MALE;78;65+;RURAL AREAS;Lubelskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1200;MARRIED;4;1956;NA;NA;MOSTLY SATISFIED;14;NA;YES;NO OPINION;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;82;28.373702422145332
FEMALE;57;45-59;URBAN 100,000-200,000;Zachodnio-pomorskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;1060;MARRIED;6;1973;NA;NA;MIXED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;166;76;27.58020031934969
FEMALE;54;45-59;URBAN 100,000-200,000;Swietokrzyskie;POST-SECONDARY OR HIGHER;NA;EMPLOYED IN PUBLIC SECTOR;-8;2300;SINGLE;NA;NA;NA;NA;PLEASED;3;IT`S DIFFICULT TO TELL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;158;90;36.05191475725044
MALE;35;35-44;URBAN BELOW 20,000;Lubuskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;0;2500;MARRIED;9;1997;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;5;YES;5;NO;NO;NO;-8;NO;NA;NA;PASSIVE;176;73;23.56663223140496
MALE;26;25-34;URBAN BELOW 20,000;Kujawsko-pomorskie;VOCATIONAL/GRAMMAR;technical science;OTHER ECONOMICALLY INACTIVE;22;NA;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;16;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;186;96;27.748872702046476
FEMALE;63;60-64;URBAN 20,000-100,000;Slaskie;SECONDARY;technical science;RETIRED;24;1300;MARRIED;2;1968;NA;NA;MOSTLY SATISFIED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;17;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;66;26.43807082198365
FEMALE;50;45-59;RURAL AREAS;Lodzkie;SECONDARY;no specialisation;OTHER ECONOMICALLY INACTIVE;24;NA;MARRIED;4;1987;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;60;22.308149910767405
FEMALE;37;35-44;URBAN 200,000-500,000;Slaskie;SECONDARY;services for the population and transport services;EMPLOYED IN PUBLIC SECTOR;0;-8;MARRIED;2;1996;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;110;40.898274836406905
FEMALE;32;25-34;URBAN BELOW 20,000;Lodzkie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;0;1000;MARRIED;3;1999;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;29;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;176;74;23.889462809917354
FEMALE;56;45-59;URBAN 500,000 AND OVER;Lodzkie;VOCATIONAL/GRAMMAR;production and processing;LONG-TERM SICK/DISABLED;3;1350;DIVORCED;3;1975;2;1978;MOSTLY DISSATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NA;2;NO;-8;NO;NA;NO;-8;NO;NA;NA;NONE;164;105;39.03926234384296
MALE;80;65+;RURAL AREAS;Podlaskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1876;WIDOWED;4;1961;10;2006;MOSTLY DISSATISFIED;12;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;80;31.249999999999993
MALE;44;35-44;URBAN BELOW 20,000;Zachodnio-pomorskie;SECONDARY;agriculture, forestry, fishing;EMPLOYED IN PRIVATE SECTOR;0;6000;MARRIED;6;1996;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;8;NO;-8;NO;NO;YES;52;YES, TO NON-EU COUNTRY;MORE THAN 2 YEARS;NORWAY;PASSIVE;182;76;22.944088878154812
